ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,HR,Label
19,-3,-58,19.8,5.006551,33.45,79.92,Neutral
26,-4,-58,198.72,4.987362,33.45,80.0,Neutral
23,-4,-59,-20.89,4.995038,33.49,79.93,Neutral
29,-4,-51,1.67,4.97329,33.49,79.9,Neutral
46,-12,-40,-14.12,4.979686,33.49,79.9,Neutral
62,-26,-10,4.25,4.968173,33.49,79.92,Neutral
52,-34,-21,11.48,4.970732,33.5,79.98,Neutral
48,-36,-19,58.42,4.961777,33.5,80.07,Neutral
46,-38,-17,264.39,4.942588,33.5,80.15,Neutral
49,-36,-17,-311.19,4.946426,33.5,80.25,Neutral
48,-37,-16,-112.38,4.963056,33.49,80.33,Neutral
49,-37,-15,-50.7,4.957939,33.49,80.43,Neutral
48,-37,-15,47.4,4.955381,33.49,80.58,Neutral
48,-37,-15,-0.14,4.972011,33.49,80.72,Neutral
48,-37,-14,3.28,4.969452,33.5,80.82,Neutral
48,-37,-14,-13.6,5.012947,33.5,81.02,Neutral
49,-37,-14,30.7,5.023181,33.5,81.22,Neutral
48,-37,-14,7.95,5.021902,33.5,81.4,Neutral
49,-37,-14,-26.85,5.04109,33.49,81.63,Neutral
49,-37,-14,12.88,5.046207,33.49,81.88,Neutral
49,-37,-14,21.12,5.064117,33.49,82.08,Neutral
49,-37,-14,-20.33,5.067955,33.49,82.28,Neutral
49,-37,-14,22.1,5.061559,33.53,82.48,Neutral
49,-37,-13,15.45,5.067955,33.53,82.87,Neutral
49,-37,-13,-21.32,5.071793,33.53,83.25,Neutral
49,-37,-13,-28.25,5.060279,33.53,83.75,Neutral
49,-37,-13,17.42,5.073072,33.55,84.13,Neutral
49,-37,-13,-0.83,5.059,33.55,84.52,Neutral
49,-37,-13,-8.85,5.060279,33.55,84.9,Neutral
49,-38,-13,4.15,5.073072,33.55,85.32,Neutral
48,-37,-13,11.75,5.061559,33.55,85.72,Neutral
49,-38,-13,-3.5,5.070513,33.55,86.1,Neutral
49,-37,-13,-37.76,5.055162,33.55,86.37,Neutral
49,-37,-13,16.51,5.048766,33.55,86.63,Neutral
49,-37,-12,10.9,5.04237,33.55,86.93,Neutral
49,-37,-13,-13.68,5.04237,33.55,87.17,Neutral
49,-37,-13,20.06,4.986083,33.55,87.22,Neutral
49,-37,-13,12.18,5.020623,33.55,87.27,Neutral
49,-37,-13,-3.97,5.012947,33.55,87.32,Neutral
49,-37,-13,-31.38,5.029577,33.55,87.35,Neutral
49,-37,-13,16.72,5.018064,33.55,87.4,Neutral
49,-37,-12,9.01,5.005271,33.55,87.42,Neutral
49,-37,-13,-12.98,5.010388,33.57,87.45,Neutral
49,-37,-13,-3.59,4.992479,33.57,87.5,Neutral
49,-37,-13,5.33,5.003992,33.57,87.57,Neutral
49,-38,-13,-2.93,4.988641,33.57,87.67,Neutral
49,-37,-13,-25.39,4.991199,33.57,87.82,Neutral
49,-37,-13,12.48,5.006551,33.57,87.97,Neutral
49,-37,-13,4.65,4.996317,33.57,88.07,Neutral
49,-38,-12,-18.12,4.993758,33.57,88.15,Neutral
49,-37,-11,16.97,4.991199,33.55,88.25,Neutral
48,-38,-11,8.96,4.983524,33.55,88.33,Neutral
49,-38,-12,0.39,4.992479,33.55,88.2,Neutral
49,-37,-13,-31.63,5.006551,33.55,88.02,Neutral
49,-38,-12,-2.32,5.003992,33.59,87.78,Neutral
48,-38,-13,27.09,5.029577,33.59,87.57,Neutral
49,-38,-13,0.53,5.015505,33.59,87.32,Neutral
49,-38,-13,19.4,5.037253,33.59,87.1,Neutral
49,-38,-13,-7.32,5.037253,33.57,86.8,Neutral
48,-38,-13,-11.89,5.021902,33.57,86.55,Neutral
48,-37,-13,-18.32,5.027019,33.57,86.3,Neutral
48,-37,-13,16.41,5.029577,33.57,86.05,Neutral
49,-38,-12,2.74,5.016785,33.57,85.8,Neutral
49,-38,-13,-9.69,5.028298,33.57,85.52,Neutral
49,-38,-13,5.71,5.02574,33.57,85.18,Neutral
49,-37,-13,7.06,5.015505,33.57,84.83,Neutral
49,-37,-11,-3.05,5.00783,33.57,84.42,Neutral
49,-37,-13,-26.18,5.001434,33.57,83.97,Neutral
49,-37,-13,11.14,5.009109,33.57,83.53,Neutral
49,-37,-13,-9.98,5.006551,33.57,83.1,Neutral
49,-37,-13,-15.19,4.998875,33.55,82.67,Neutral
49,-37,-13,44.92,5.023181,33.55,82.25,Neutral
49,-37,-13,13.43,5.015505,33.55,81.85,Neutral
49,-37,-13,-4.53,5.016785,33.55,81.45,Neutral
49,-37,-12,-16.57,5.014226,33.55,81.1,Neutral
48,-38,-13,16.71,5.003992,33.55,80.75,Neutral
50,-38,-13,1.27,5.010388,33.55,80.42,Neutral
51,-37,-9,-12.36,5.014226,33.55,80.1,Neutral
52,-34,-12,-4.56,5.00783,33.55,79.77,Neutral
52,-31,-10,0.76,5.055162,33.55,79.47,Neutral
56,-20,-6,1.35,5.061559,33.55,79.2,Neutral
55,-22,-9,-30.52,5.074351,33.55,78.92,Neutral
61,-23,-3,3.19,5.084585,33.5,78.57,Neutral
57,-24,-16,18.74,5.105053,33.5,78.1,Neutral
56,-30,-7,6.54,5.125521,33.5,77.68,Neutral
54,-25,-15,7.94,5.151106,33.5,77.22,Neutral
53,-30,-13,16.51,5.16134,33.53,76.87,Neutral
53,-30,-15,-9.48,5.190763,33.53,76.52,Neutral
52,-33,-12,30.63,5.193321,33.53,76.17,Neutral
52,-32,-15,-24.73,5.199718,33.53,75.83,Neutral
52,-32,-14,-53.22,5.22914,33.53,75.58,Neutral
52,-32,-14,32.42,5.232978,33.53,75.3,Neutral
52,-32,-14,-14.28,5.256005,33.53,75.2,Neutral
52,-32,-14,-1.24,5.270076,33.53,75.08,Neutral
52,-32,-15,6.71,5.266239,33.53,74.97,Neutral
52,-33,-15,-28.31,5.279031,33.53,74.85,Neutral
52,-33,-15,17.61,5.267518,33.53,74.75,Neutral
52,-33,-15,-1.24,5.264959,33.53,74.68,Neutral
52,-33,-15,3.87,5.252167,33.53,74.55,Neutral
52,-32,-15,16.48,5.248329,33.53,74.45,Neutral
52,-32,-15,2.8,5.220186,33.53,74.33,Neutral
51,-33,-15,-23.77,5.220186,33.53,74.22,Neutral
52,-32,-15,24.89,5.197159,33.5,74.1,Neutral
52,-33,-15,16.6,5.204834,33.5,73.98,Neutral
52,-32,-15,-1.4,5.185646,33.5,73.85,Neutral
52,-33,-16,-39.25,5.170295,33.5,73.7,Neutral
52,-32,-15,33.44,5.17925,33.55,73.57,Neutral
52,-32,-15,10.08,5.163898,33.55,73.45,Neutral
52,-32,-15,-11.05,5.16262,33.55,73.37,Neutral
52,-32,-15,-19.08,5.157502,33.55,73.3,Neutral
52,-32,-15,22.77,5.14471,33.55,73.23,Neutral
52,-32,-15,-0.06,5.134476,33.55,73.18,Neutral
52,-32,-15,-19.29,5.143431,33.55,73.15,Neutral
52,-32,-15,3.82,5.131917,33.55,73.1,Neutral
52,-32,-15,11.87,5.135755,33.53,73.12,Neutral
52,-32,-15,0.4,5.133197,33.53,73.13,Neutral
52,-32,-15,-21.24,5.083306,33.53,73.15,Neutral
52,-32,-15,17.42,5.115287,33.53,73.17,Neutral
52,-32,-15,4.21,5.117846,33.55,73.2,Neutral
52,-32,-15,-5.91,5.130638,33.55,73.25,Neutral
52,-32,-15,-24.66,5.122962,33.55,73.32,Neutral
52,-32,-15,11.65,5.114008,33.55,73.42,Neutral
52,-32,-15,6.4,5.106332,33.53,73.52,Neutral
52,-32,-15,-12.88,5.125521,33.53,73.62,Neutral
54,-31,-17,2.1,5.117846,33.53,73.7,Neutral
51,-28,-17,8.29,5.116566,33.53,73.8,Neutral
52,-30,-18,2.99,5.09226,33.55,73.92,Neutral
51,-29,-19,-17.0,5.114008,33.55,74.03,Neutral
58,-29,-25,13.39,5.115287,33.55,74.15,Neutral
56,-10,-23,44.23,5.106332,33.55,74.25,Neutral
60,-9,-19,-10.23,5.115287,33.55,74.33,Neutral
59,-7,-14,8.66,5.124242,33.55,74.38,Neutral
57,-4,-18,21.39,5.143431,33.55,74.43,Neutral
57,-3,-22,-73.5,5.151106,33.55,74.48,Neutral
75,-26,-23,-42.39,5.16262,33.55,74.47,Neutral
48,-28,-27,29.8,5.199718,33.55,74.45,Neutral
49,-28,-17,17.75,5.194601,33.55,74.42,Neutral
55,-17,-22,4.45,5.204834,33.55,74.38,Neutral
54,-13,-20,14.37,5.21251,33.53,74.3,Neutral
55,-10,-18,-27.53,5.220186,33.53,74.18,Neutral
52,-12,-23,-42.23,5.224023,33.53,74.03,Neutral
30,-30,-2,31.72,5.226582,33.53,73.9,Neutral
45,-75,9,9.05,5.236816,33.53,73.68,Neutral
27,-58,6,-3.74,5.291824,33.53,73.42,Neutral
20,-55,11,12.57,5.290545,33.53,73.17,Neutral
26,-61,11,-14.93,5.345552,33.53,72.92,Neutral
31,-58,16,15.36,5.36602,33.55,72.68,Neutral
28,-56,15,9.41,5.360903,33.55,72.47,Neutral
22,-62,15,-20.55,5.38393,33.55,72.27,Neutral
24,-50,12,8.25,5.36602,33.55,72.08,Neutral
27,-67,9,-11.75,5.369858,33.57,71.9,Neutral
25,-62,10,-9.95,5.364741,33.57,71.75,Neutral
45,-60,11,20.92,5.355786,33.57,71.43,Neutral
58,-34,8,-14.6,5.373696,33.57,71.17,Neutral
63,10,-2,-0.26,5.364741,33.53,70.93,Neutral
16,33,15,18.82,5.354507,33.53,70.7,Neutral
16,63,9,-19.1,5.360903,33.53,70.43,Neutral
23,53,11,16.87,5.447893,33.53,70.15,Neutral
-52,62,29,10.49,5.459406,33.55,69.92,Neutral
-36,43,61,41.07,5.495872,33.55,69.65,Neutral
14,91,100,-33.29,5.357713,33.55,69.37,Neutral
-36,46,-15,-5.75,5.43191,33.55,69.18,Neutral
-31,-30,52,-15.36,5.56879,33.53,68.95,Neutral
104,-22,-6,49.29,5.631473,33.53,68.72,Neutral
63,-43,28,-107.01,5.689039,33.53,68.53,Neutral
60,-7,5,201.78,5.713345,33.53,68.67,Neutral
58,-2,-22,-63.92,5.712066,33.55,68.8,Neutral
29,-33,-22,-245.26,5.731255,33.55,68.92,Neutral
65,-47,-20,151.8,5.696715,33.55,69.03,Neutral
36,-40,22,221.07,5.729975,33.55,69.15,Neutral
47,-42,25,-9.67,5.779866,33.53,69.27,Neutral
44,-37,33,-32.68,5.770911,33.53,69.37,Neutral
29,-52,27,-104.59,5.672409,33.53,69.48,Neutral
35,-39,20,-180.24,5.786263,33.53,69.58,Neutral
22,-46,25,9.87,5.764515,33.53,69.62,Neutral
25,-58,27,-125.22,5.75556,33.53,69.63,Neutral
23,-60,22,-24.3,5.763236,33.53,69.65,Neutral
23,-51,15,40.48,5.736372,33.53,69.67,Neutral
27,-56,13,-90.73,5.75556,33.5,69.68,Neutral
23,-56,15,-26.19,5.750443,33.5,69.7,Neutral
27,-55,14,45.48,5.736372,33.5,69.72,Neutral
30,-53,14,-6.22,5.736372,33.5,69.72,Neutral
30,-52,14,98.64,5.728696,33.5,69.73,Neutral
33,-50,14,41.8,5.726138,33.5,69.75,Neutral
34,-50,15,43.56,5.715904,33.5,69.78,Neutral
27,-52,13,32.95,5.710787,33.5,69.82,Neutral
26,-57,12,-26.99,5.697994,33.53,69.87,Neutral
25,-56,13,39.18,5.694156,33.53,69.9,Neutral
22,-57,13,-4.49,5.668571,33.53,69.92,Neutral
23,-56,12,-6.68,5.672409,33.53,69.93,Neutral
25,-57,13,5.69,5.651941,33.55,69.97,Neutral
23,-57,13,-15.98,5.659616,33.55,69.98,Neutral
22,-56,13,34.3,5.645545,33.55,69.98,Neutral
24,-56,13,4.08,5.641707,33.55,70.02,Neutral
23,-56,13,-30.86,5.640428,33.53,70.12,Neutral
23,-57,13,21.14,5.63659,33.53,70.2,Neutral
24,-56,13,14.81,5.60333,33.53,70.23,Neutral
23,-56,13,-6.05,5.65322,33.53,70.25,Neutral
24,-56,12,-35.45,5.66985,33.5,70.3,Neutral
23,-56,12,9.7,5.674968,33.5,70.37,Neutral
24,-56,12,0.58,5.68776,33.5,70.47,Neutral
24,-56,12,-20.24,5.694156,33.5,70.57,Neutral
24,-57,12,-17.28,5.696715,33.49,70.78,Neutral
23,-56,12,7.25,5.686481,33.49,71.05,Neutral
23,-56,11,3.69,5.708228,33.49,71.2,Neutral
24,-56,15,-15.4,5.678805,33.49,71.33,Neutral
23,-57,16,4.79,5.682643,33.5,71.47,Neutral
21,-54,12,-7.97,5.681364,33.5,71.58,Neutral
23,-56,10,-28.1,5.667292,33.5,71.7,Neutral
23,-54,9,-2.03,5.680085,33.5,71.87,Neutral
29,-50,15,0.82,5.657058,33.5,72.05,Neutral
30,-54,13,-14.32,5.67113,33.5,72.23,Neutral
42,-48,11,1.03,5.672409,33.5,72.5,Neutral
50,-40,9,-12.54,5.668571,33.5,72.78,Neutral
54,-10,-3,-33.6,5.712066,33.49,73.02,Neutral
76,10,20,33.36,5.715904,33.49,73.28,Neutral
7,0,21,-10.21,5.845108,33.49,73.58,Neutral
53,9,60,-20.91,5.833595,33.49,73.88,Neutral
47,-6,33,1.74,5.838712,33.49,74.2,Neutral
47,-30,35,0.98,5.914187,33.49,74.53,Neutral
37,-28,34,-12.15,5.970475,33.49,74.87,Neutral
43,-25,42,40.09,5.961204,33.49,75.1,Neutral
44,-26,37,-6.02,5.952249,33.49,75.4,Neutral
45,-19,40,43.04,5.958645,33.49,75.73,Neutral
50,-16,31,-11.14,5.921546,33.49,76.03,Neutral
44,-39,34,-41.11,5.906196,33.49,76.07,Neutral
56,-15,-10,12.33,6.370564,33.5,76.1,Neutral
21,-89,54,-43.12,6.414058,33.5,76.15,Neutral
41,-55,32,82.87,6.305322,33.5,76.17,Neutral
32,-60,43,1.99,6.140299,33.5,76.18,Neutral
4,-58,5,48.79,6.153091,33.5,76.2,Neutral
105,-112,59,46.57,6.281016,33.5,76.22,Neutral
70,-20,-43,-8.81,6.379519,33.5,76.23,Neutral
7,-8,-61,-75.96,5.962483,33.5,76.28,Neutral
26,-14,-57,102.82,5.36891,33.5,76.33,Neutral
39,-14,-44,19.68,5.10698,33.5,76.38,Neutral
23,-32,-28,-222.1,4.998244,33.5,76.43,Neutral
62,-7,-61,-104.18,5.689039,33.5,76.47,Neutral
82,-95,12,-85.75,5.958961,33.53,76.48,Neutral
30,-7,-12,240.15,6.330907,33.53,76.5,Neutral
49,-23,8,49.88,6.233684,33.53,76.48,Neutral
84,-12,-69,114.81,6.214495,33.53,76.47,Neutral
50,23,-5,-186.72,6.224729,33.53,76.45,Neutral
66,-35,6,72.56,6.15565,33.53,76.43,Neutral
55,-26,6,-101.08,6.297647,33.53,76.4,Neutral
60,-12,4,-168.67,6.171,33.53,76.38,Neutral
101,-66,20,72.44,6.136461,33.55,76.33,Neutral
91,-7,49,81.55,6.301484,33.55,76.3,Neutral
4,-19,29,-38.61,6.389753,33.55,76.27,Neutral
46,-1,45,-90.04,6.417896,33.55,76.25,Neutral
17,1,55,266.3,6.591874,33.53,76.23,Neutral
23,3,56,-162.4,6.733429,33.53,76.23,Neutral
110,-8,34,-73.93,6.702727,33.53,76.22,Neutral
64,-5,-23,153.29,6.262665,33.53,76.18,Neutral
60,-8,-24,-83.78,6.161604,33.53,76.1,Neutral
56,-18,-19,72.26,6.178234,33.53,76.03,Neutral
56,-16,-27,0.21,6.353492,33.53,76.03,Neutral
50,-13,-32,-118.66,6.340699,33.53,76.03,Neutral
52,-20,-25,79.77,6.275457,33.53,76.05,Neutral
47,-14,-32,103.82,6.216612,33.53,76.07,Neutral
48,-19,-38,37.07,6.004256,33.53,76.1,Neutral
57,-13,-39,-6.14,5.882727,33.53,76.13,Neutral
43,-30,-44,-407.14,5.922826,33.53,76.15,Neutral
39,-25,-44,237.32,5.784667,33.53,76.17,Neutral
35,-21,-50,36.44,5.697678,33.53,76.28,Neutral
32,-18,-51,26.6,5.542888,33.53,76.37,Neutral
30,-17,-49,-162.64,5.601734,33.5,76.43,Neutral
57,-16,-52,15.39,5.468692,33.5,76.5,Neutral
39,-3,-10,68.12,5.724542,33.5,76.55,Neutral
10,-29,-78,13.0,6.208099,33.5,76.52,Neutral
127,-60,-128,-23.58,6.416617,33.5,76.47,Neutral
-13,-47,-42,9.13,6.448598,33.5,76.42,Neutral
10,-53,-25,-34.65,6.115551,33.5,76.37,Neutral
33,-57,-1,-162.08,6.095083,33.5,76.27,Neutral
6,-37,8,-7.97,6.164163,33.53,76.2,Neutral
34,-60,17,63.04,6.35605,33.53,76.12,Neutral
66,-68,5,-171.94,6.333024,33.53,76.05,Neutral
54,-37,-2,-3.9,6.394428,33.53,75.98,Neutral
25,-54,6,92.9,6.436643,33.5,75.95,Neutral
63,-61,-24,18.31,6.514677,33.5,75.92,Neutral
40,-59,1,-154.93,6.656674,33.5,75.9,Neutral
46,-49,-26,-88.89,6.776924,33.5,75.87,Neutral
22,-56,-15,65.05,6.9202,33.5,75.82,Neutral
22,-59,-29,45.7,7.002072,33.5,75.72,Neutral
16,-32,-10,196.21,7.169083,33.5,75.6,Neutral
60,-41,-16,305.01,6.91835,33.5,75.43,Neutral
57,-27,-27,-211.43,6.841595,33.53,75.25,Neutral
45,-37,-25,-199.59,6.879972,33.53,75.05,Neutral
45,-37,-26,-63.68,6.906837,33.53,74.95,Neutral
43,-30,-25,-42.14,7.087211,33.53,74.9,Neutral
64,-32,-22,84.17,6.98615,33.55,74.85,Neutral
57,-17,-5,-31.35,6.931142,33.55,74.85,Neutral
60,-19,16,4.27,7.266306,33.55,74.77,Neutral
51,-19,14,-4.15,6.989988,33.55,74.7,Neutral
37,-11,19,19.36,6.317102,33.55,74.65,Neutral
88,-29,34,-87.9,6.530028,33.55,74.63,Neutral
60,-6,-13,115.52,6.806346,33.55,74.62,Neutral
68,-2,6,43.29,6.973928,33.55,74.7,Neutral
53,-1,12,-333.66,7.011735,33.55,74.78,Neutral
55,-3,12,228.08,7.137102,33.55,74.85,Neutral
59,2,8,53.41,7.14094,33.55,74.93,Neutral
62,-4,6,-111.05,7.051392,33.55,75.0,Neutral
65,-5,19,-88.02,7.042438,33.55,75.08,Neutral
59,-3,15,15.94,7.304684,33.55,75.18,Neutral
71,0,4,-12.14,7.288054,33.55,75.25,Neutral
62,1,1,47.27,7.249676,33.55,75.3,Neutral
71,10,7,14.14,7.238163,33.57,75.35,Neutral
74,6,12,-1.67,7.291892,33.57,75.38,Neutral
57,5,27,-101.43,7.369926,33.57,75.42,Neutral
49,4,29,-7.85,7.477383,33.57,75.43,Neutral
48,2,39,-6.15,7.598365,33.57,75.47,Neutral
45,3,36,4.91,7.570221,33.57,75.5,Neutral
63,-2,26,91.97,7.526727,33.57,75.57,Neutral
57,-1,22,-39.96,7.536961,33.57,75.62,Neutral
54,-2,33,-132.71,7.563825,33.55,75.65,Neutral
52,1,30,46.54,7.566384,33.55,75.68,Neutral
53,-1,32,40.22,7.571501,33.55,75.7,Neutral
53,0,31,27.63,7.570221,33.55,75.63,Neutral
55,1,31,-5.03,7.562546,33.57,75.6,Neutral
57,-1,30,-39.11,7.542078,33.57,75.58,Neutral
74,-7,11,7.13,7.539519,33.57,75.57,Neutral
76,-5,23,14.61,7.469161,33.57,75.53,Neutral
19,35,11,-7.8,7.250409,33.55,75.5,Neutral
48,22,36,7.96,7.281111,33.55,75.47,Neutral
68,21,27,28.66,7.412874,33.55,75.45,Neutral
57,22,19,-28.52,7.284948,33.55,75.47,Neutral
56,18,18,14.67,7.246571,33.55,75.47,Neutral
60,24,4,30.74,7.11097,33.55,75.5,Neutral
65,21,-1,8.77,6.956181,33.55,75.57,Neutral
61,20,1,0.31,6.982313,33.55,75.65,Neutral
57,24,18,23.84,6.93626,33.57,75.77,Neutral
60,27,14,-84.29,6.989988,33.57,75.87,Neutral
56,24,17,0.25,7.112796,33.57,75.93,Neutral
56,27,16,17.83,7.180596,33.57,75.98,Neutral
60,21,17,72.71,7.046275,33.57,76.02,Neutral
54,24,18,-218.96,7.057788,33.57,76.13,Neutral
57,21,19,51.18,7.144777,33.57,76.23,Neutral
58,21,11,45.64,7.179317,33.57,76.33,Neutral
56,21,-2,-24.04,7.280378,33.57,76.42,Neutral
61,18,-2,-25.88,7.34562,33.57,76.53,Neutral
60,18,0,-23.58,7.305963,33.57,76.62,Neutral
69,22,0,-39.79,7.323873,33.57,76.73,Neutral
52,20,0,67.56,7.272703,33.57,76.82,Neutral
55,22,5,34.47,7.282937,33.57,76.88,Neutral
58,21,5,0.72,7.244559,33.57,76.92,Neutral
