ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,HR,Label
-29.0,23.0,52.0,54.11,0.263526,31.65,85.0,Neutral
-29.0,22.0,52.0,29.78,0.266084,31.67,85.05,Neutral
-29.0,22.0,53.0,-49.45,0.264805,31.67,85.08,Neutral
-29.0,23.0,52.0,52.97,0.263526,31.67,85.12,Neutral
-28.0,22.0,52.0,25.84,0.264805,31.67,85.12,Neutral
-29.0,22.0,53.0,-36.79,0.268643,31.63,85.13,Neutral
-29.0,22.0,52.0,48.84,0.267363,31.63,85.15,Neutral
-28.0,22.0,52.0,29.92,0.268643,31.63,85.17,Neutral
-28.0,23.0,52.0,-35.1,0.269922,31.63,85.2,Neutral
-29.0,23.0,52.0,10.13,0.268643,31.65,85.2,Neutral
-28.0,23.0,53.0,45.84,0.271201,31.65,85.17,Neutral
-28.0,23.0,53.0,-7.87,0.269922,31.65,85.08,Neutral
-29.0,22.0,53.0,-78.65,0.268643,31.65,84.98,Neutral
-29.0,22.0,52.0,46.85,0.268643,31.65,84.88,Neutral
-29.0,23.0,53.0,13.07,0.267363,31.65,84.78,Neutral
-28.0,23.0,53.0,-68.93,0.268643,31.65,84.63,Neutral
-29.0,22.0,53.0,52.82,0.269922,31.65,84.5,Neutral
-29.0,22.0,53.0,17.88,0.268643,31.65,84.38,Neutral
-24.0,31.0,61.0,-58.4,0.268643,31.65,84.23,Neutral
-31.0,25.0,46.0,52.36,0.268643,31.65,84.05,Neutral
-35.0,21.0,48.0,39.29,0.268643,31.65,83.85,Neutral
-32.0,49.0,47.0,-42.06,0.269922,31.65,83.63,Neutral
-18.0,41.0,36.0,3.6,0.269922,31.65,83.4,Neutral
-24.0,43.0,38.0,33.25,0.264805,31.65,83.08,Neutral
-29.0,41.0,40.0,88.15,0.258409,31.65,82.83,Neutral
-31.0,42.0,36.0,9.92,0.254571,31.65,82.62,Neutral
-28.0,45.0,35.0,-48.45,0.253292,31.65,82.42,Neutral
-27.0,49.0,33.0,-129.17,0.257129,31.65,82.27,Neutral
-27.0,49.0,22.0,-35.26,0.258409,31.65,82.17,Neutral
-28.0,46.0,40.0,179.35,0.254571,31.65,82.1,Neutral
-25.0,47.0,36.0,70.12,0.258409,31.65,82.28,Neutral
-26.0,47.0,37.0,-95.2,0.257129,31.65,82.45,Neutral
-28.0,46.0,32.0,-60.4,0.257129,31.65,82.6,Neutral
-26.0,48.0,36.0,-42.37,0.257129,31.65,82.73,Neutral
-23.0,47.0,37.0,72.06,0.257129,31.65,82.82,Neutral
-23.0,45.0,40.0,28.23,0.257129,31.65,82.85,Neutral
-24.0,46.0,39.0,-111.53,0.257129,31.65,82.88,Neutral
-25.0,42.0,42.0,-120.64,0.258409,31.65,82.88,Neutral
-26.0,44.0,40.0,77.52,0.257129,31.65,82.87,Neutral
-23.0,43.0,38.0,3.22,0.257129,31.65,82.85,Neutral
-26.0,44.0,39.0,-108.35,0.254571,31.65,82.8,Neutral
-24.0,44.0,38.0,89.89,0.257129,31.65,82.75,Neutral
-25.0,46.0,39.0,74.1,0.25585,31.65,82.72,Neutral
-24.0,44.0,38.0,-52.54,0.25585,31.65,82.67,Neutral
-25.0,43.0,40.0,-110.68,0.25585,31.65,82.67,Neutral
-26.0,46.0,37.0,41.9,0.257129,31.67,82.73,Neutral
-25.0,46.0,38.0,-16.71,0.25585,31.67,82.82,Neutral
-25.0,44.0,40.0,74.2,0.257129,31.67,82.92,Neutral
-25.0,43.0,40.0,101.21,0.258409,31.67,83.03,Neutral
-25.0,44.0,40.0,-55.19,0.257129,31.65,83.15,Neutral
-24.0,46.0,39.0,12.05,0.262246,31.65,83.18,Neutral
-25.0,44.0,41.0,47.21,0.257129,31.65,83.1,Neutral
-24.0,44.0,39.0,20.97,0.260967,31.65,83.02,Neutral
-24.0,45.0,41.0,80.2,0.260967,31.67,82.9,Neutral
-24.0,45.0,39.0,47.14,0.257129,31.67,82.78,Neutral
-25.0,43.0,42.0,-72.76,0.257129,31.67,82.67,Neutral
-24.0,44.0,38.0,-69.26,0.258409,31.67,82.57,Neutral
-23.0,46.0,38.0,43.06,0.257129,31.65,82.5,Neutral
-24.0,47.0,38.0,19.83,0.25585,31.65,82.47,Neutral
-24.0,45.0,39.0,-50.78,0.25585,31.65,82.47,Neutral
-23.0,45.0,40.0,151.96,0.250733,31.65,82.5,Neutral
-23.0,46.0,36.0,-136.73,0.260967,31.67,82.57,Neutral
-26.0,48.0,35.0,-145.02,0.257129,31.67,82.62,Neutral
-24.0,46.0,37.0,48.02,0.257129,31.67,82.65,Neutral
-24.0,46.0,38.0,-1.72,0.257129,31.67,82.68,Neutral
-24.0,44.0,38.0,3.82,0.259688,31.71,82.67,Neutral
-24.0,47.0,37.0,136.68,0.260967,31.71,82.65,Neutral
-29.0,46.0,33.0,96.38,0.260967,31.71,82.68,Neutral
-34.0,50.0,23.0,-237.93,0.260967,31.71,82.63,Neutral
-36.0,51.0,18.0,-32.84,0.259688,31.69,82.57,Neutral
-38.0,55.0,1.0,-26.48,0.283994,31.69,82.5,Neutral
-15.0,99.0,31.0,-18.27,0.491232,31.69,82.42,Neutral
-1.0,71.0,19.0,100.9,0.442621,31.69,82.2,Neutral
-22.0,57.0,-9.0,21.98,0.365866,31.69,81.95,Neutral
-22.0,42.0,10.0,38.9,0.344119,31.69,81.68,Neutral
-39.0,78.0,25.0,8.52,0.323651,31.69,81.37,Neutral
-25.0,61.0,16.0,-135.39,0.321092,31.69,81.03,Neutral
-25.0,54.0,-1.0,43.1,0.315975,31.69,80.77,Neutral
-22.0,57.0,4.0,103.24,0.313417,31.69,80.5,Neutral
-32.0,68.0,-3.0,-27.3,0.3083,31.69,80.23,Neutral
-20.0,68.0,14.0,122.59,0.305741,31.69,79.93,Neutral
-24.0,42.0,36.0,28.66,0.304462,31.69,79.65,Neutral
-24.0,26.0,43.0,-50.63,0.303183,31.69,79.5,Neutral
-25.0,34.0,45.0,87.23,0.305741,31.69,79.33,Neutral
-14.0,60.0,25.0,88.1,0.301903,31.69,79.18,Neutral
-10.0,37.0,84.0,39.08,0.300624,31.69,79.05,Neutral
-2.0,20.0,56.0,142.62,0.277598,31.69,78.88,Neutral
11.0,26.0,61.0,0.07,0.253292,31.69,78.73,Neutral
-30.0,35.0,61.0,-257.42,0.259688,31.69,78.57,Neutral
-22.0,15.0,43.0,-113.27,0.267363,31.71,78.42,Neutral
-35.0,25.0,48.0,26.01,0.267363,31.71,78.3,Neutral
-37.0,22.0,61.0,55.63,0.278877,31.71,78.25,Neutral
-25.0,31.0,47.0,29.82,0.300624,31.71,78.22,Neutral
-23.0,34.0,58.0,3.31,0.304462,31.73,78.22,Neutral
-21.0,35.0,62.0,-18.5,0.289111,31.73,78.38,Neutral
-30.0,30.0,46.0,-53.59,0.289111,31.73,78.5,Neutral
-24.0,28.0,57.0,-81.2,0.291669,31.73,78.62,Neutral
-24.0,32.0,50.0,87.91,0.291669,31.69,78.75,Neutral
-25.0,30.0,49.0,-46.32,0.294228,31.69,78.87,Neutral
-26.0,27.0,50.0,17.8,0.282715,31.69,78.98,Neutral
-23.0,33.0,49.0,58.13,0.281435,31.69,79.08,Neutral
-18.0,28.0,36.0,-23.05,0.283994,31.71,79.3,Neutral
-28.0,33.0,47.0,55.82,0.305741,31.71,79.5,Neutral
-18.0,38.0,35.0,-66.74,0.304462,31.71,79.68,Neutral
-8.0,35.0,47.0,-17.79,0.300624,31.71,79.93,Neutral
-19.0,42.0,49.0,142.25,0.296786,31.73,79.9,Neutral
-16.0,43.0,46.0,61.98,0.295507,31.73,79.87,Neutral
-12.0,43.0,48.0,-105.41,0.300624,31.73,79.83,Neutral
-22.0,44.0,39.0,16.06,0.305741,31.73,79.78,Neutral
-30.0,47.0,30.0,-215.43,0.309579,31.71,79.73,Neutral
-26.0,83.0,23.0,-104.31,0.309579,31.71,79.72,Neutral
-39.0,56.0,6.0,13.69,0.299345,31.71,79.72,Neutral
-27.0,53.0,-16.0,178.71,0.304462,31.71,79.75,Neutral
-29.0,52.0,-33.0,-50.04,0.305741,31.73,79.82,Neutral
-16.0,51.0,-31.0,6.53,0.3083,31.73,79.92,Neutral
-6.0,60.0,-27.0,-31.06,0.309579,31.73,80.03,Neutral
-9.0,71.0,-16.0,42.19,0.309579,31.73,80.12,Neutral
-1.0,55.0,-28.0,109.3,0.298066,31.73,80.2,Neutral
-9.0,62.0,-17.0,-42.52,0.309579,31.73,80.27,Neutral
-12.0,58.0,-24.0,-94.97,0.309579,31.73,80.35,Neutral
-12.0,61.0,-19.0,-48.17,0.3083,31.73,80.42,Neutral
-10.0,60.0,-19.0,78.28,0.301903,31.71,80.47,Neutral
-12.0,61.0,-17.0,-62.87,0.315975,31.71,80.55,Neutral
-14.0,60.0,-17.0,167.29,0.30702,31.71,80.65,Neutral
-15.0,59.0,-20.0,-48.11,0.309579,31.71,80.77,Neutral
-10.0,60.0,-24.0,-42.34,0.310858,31.75,80.9,Neutral
-1.0,63.0,-17.0,-36.75,0.310858,31.75,81.0,Neutral
-13.0,59.0,-20.0,8.42,0.312137,31.75,81.0,Neutral
-15.0,57.0,-22.0,-5.63,0.301903,31.75,81.05,Neutral
-16.0,60.0,-22.0,47.28,0.312137,31.73,81.0,Neutral
-16.0,58.0,-19.0,140.32,0.326209,31.73,80.98,Neutral
-9.0,60.0,-24.0,-157.26,0.330047,31.73,81.0,Neutral
-11.0,60.0,-20.0,-55.74,0.331326,31.73,81.13,Neutral
-11.0,61.0,-19.0,-48.76,0.331326,31.73,81.3,Neutral
-13.0,59.0,-22.0,58.5,0.332605,31.73,81.48,Neutral
-15.0,60.0,-21.0,30.11,0.331326,31.73,81.72,Neutral
-15.0,60.0,-20.0,21.38,0.332605,31.73,81.97,Neutral
-16.0,59.0,-19.0,12.87,0.327488,31.71,82.15,Neutral
-16.0,59.0,-19.0,-73.62,0.330047,31.71,82.35,Neutral
-17.0,59.0,-21.0,36.86,0.323651,31.71,82.57,Neutral
-16.0,59.0,-20.0,-8.67,0.32493,31.71,82.82,Neutral
-16.0,59.0,-20.0,37.61,0.32493,31.71,83.03,Neutral
-15.0,59.0,-20.0,42.69,0.32493,31.71,83.12,Neutral
-16.0,60.0,-19.0,-53.5,0.323651,31.71,83.2,Neutral
-16.0,59.0,-18.0,58.01,0.326209,31.71,83.23,Neutral
-15.0,60.0,-19.0,21.29,0.328768,31.73,83.22,Neutral
-14.0,59.0,-18.0,-81.08,0.331326,31.73,83.23,Neutral
-15.0,60.0,-19.0,46.6,0.331326,31.73,83.23,Neutral
-15.0,60.0,-19.0,28.34,0.330047,31.73,83.25,Neutral
-15.0,60.0,-18.0,-73.48,0.330047,31.71,83.25,Neutral
-15.0,60.0,-19.0,47.77,0.326209,31.71,83.25,Neutral
-16.0,60.0,-19.0,23.11,0.327488,31.71,83.18,Neutral
-15.0,60.0,-19.0,-64.93,0.328768,31.71,83.12,Neutral
-16.0,60.0,-19.0,39.49,0.330047,31.73,83.02,Neutral
-15.0,60.0,-18.0,17.48,0.331326,31.73,82.75,Neutral
-15.0,59.0,-19.0,-69.45,0.328768,31.73,82.55,Neutral
-15.0,60.0,-19.0,47.87,0.336443,31.73,82.32,Neutral
-16.0,60.0,-19.0,19.08,0.340281,31.73,82.07,Neutral
-15.0,60.0,-19.0,-70.68,0.344119,31.73,81.83,Neutral
-15.0,60.0,-19.0,45.95,0.342839,31.73,81.63,Neutral
-15.0,59.0,-19.0,19.12,0.342839,31.73,81.47,Neutral
-15.0,60.0,-19.0,-65.17,0.340281,31.71,81.2,Neutral
-15.0,60.0,-18.0,43.58,0.344119,31.71,80.95,Neutral
-15.0,60.0,-19.0,20.74,0.34156,31.71,80.73,Neutral
-16.0,60.0,-18.0,-44.51,0.34156,31.71,80.45,Neutral
-15.0,60.0,-18.0,37.45,0.333885,31.69,80.43,Neutral
-16.0,60.0,-18.0,25.95,0.342839,31.69,80.4,Neutral
-16.0,60.0,-18.0,-33.04,0.340281,31.69,80.37,Neutral
-16.0,59.0,-18.0,17.54,0.339002,31.69,80.33,Neutral
-16.0,59.0,-19.0,32.17,0.339002,31.71,80.3,Neutral
-16.0,60.0,-18.0,-21.09,0.339002,31.71,80.27,Neutral
-16.0,60.0,-19.0,-18.48,0.339002,31.71,80.23,Neutral
-16.0,59.0,-19.0,24.66,0.335164,31.71,80.2,Neutral
-16.0,59.0,-18.0,-13.64,0.337722,31.71,80.18,Neutral
-16.0,59.0,-18.0,-46.95,0.336443,31.71,80.12,Neutral
-17.0,59.0,-18.0,24.03,0.337722,31.71,80.03,Neutral
-16.0,59.0,-18.0,-7.21,0.339002,31.71,79.95,Neutral
-16.0,60.0,-18.0,-58.07,0.337722,31.69,79.85,Neutral
-17.0,60.0,-18.0,19.08,0.340281,31.69,79.75,Neutral
-17.0,60.0,-16.0,-11.37,0.337722,31.69,79.62,Neutral
-15.0,60.0,-16.0,-62.1,0.337722,31.69,79.48,Neutral
-16.0,60.0,-18.0,22.82,0.337722,31.71,79.37,Neutral
-16.0,60.0,-18.0,-6.29,0.331326,31.71,79.23,Neutral
-16.0,60.0,-18.0,-19.9,0.332605,31.71,79.12,Neutral
-15.0,60.0,-18.0,62.41,0.336443,31.71,79.0,Neutral
-16.0,60.0,-18.0,-57.17,0.335164,31.69,78.92,Neutral
-15.0,60.0,-18.0,3.32,0.336443,31.69,78.83,Neutral
-15.0,60.0,-18.0,-10.4,0.335164,31.69,78.8,Neutral
-15.0,60.0,-17.0,-37.26,0.335164,31.69,78.78,Neutral
-15.0,60.0,-17.0,32.68,0.335164,31.69,78.9,Neutral
-15.0,60.0,-17.0,30.89,0.335164,31.69,79.0,Neutral
-16.0,60.0,-17.0,-38.89,0.335164,31.69,79.12,Neutral
-15.0,60.0,-17.0,43.7,0.336443,31.69,79.27,Neutral
-16.0,60.0,-18.0,24.88,0.333885,31.71,79.42,Neutral
-16.0,60.0,-17.0,-61.18,0.330047,31.71,79.55,Neutral
-16.0,60.0,-18.0,27.97,0.335164,31.71,79.7,Neutral
-16.0,60.0,-17.0,8.57,0.333885,31.71,79.83,Neutral
-16.0,60.0,-17.0,-66.37,0.332605,31.71,79.93,Neutral
-17.0,60.0,-17.0,31.31,0.332605,31.71,80.0,Neutral
-17.0,60.0,-17.0,3.1,0.331326,31.71,80.07,Neutral
-17.0,59.0,-17.0,-58.98,0.331326,31.71,80.12,Neutral
-16.0,60.0,-17.0,34.97,0.331326,31.69,80.23,Neutral
-16.0,60.0,-17.0,5.78,0.331326,31.69,80.33,Neutral
-17.0,60.0,-18.0,-74.99,0.331326,31.69,80.4,Neutral
-16.0,60.0,-17.0,23.56,0.330047,31.69,80.47,Neutral
-16.0,60.0,-17.0,3.46,0.326209,31.67,80.53,Neutral
-16.0,60.0,-17.0,-64.19,0.332605,31.67,80.57,Neutral
-17.0,59.0,-18.0,33.4,0.330047,31.67,80.48,Neutral
-17.0,59.0,-18.0,4.88,0.330047,31.67,80.43,Neutral
-17.0,60.0,-18.0,-67.62,0.330047,31.69,80.33,Neutral
-18.0,60.0,-17.0,37.52,0.331326,31.69,80.23,Neutral
-17.0,59.0,-18.0,15.23,0.330047,31.69,80.15,Neutral
-16.0,59.0,-20.0,-43.89,0.330047,31.69,80.05,Neutral
-13.0,60.0,-21.0,29.54,0.331326,31.69,79.97,Neutral
-7.0,54.0,-33.0,12.1,0.331326,31.69,79.93,Neutral
-7.0,65.0,-17.0,-44.24,0.330047,31.69,79.9,Neutral
-10.0,64.0,-14.0,35.9,0.326209,31.69,79.92,Neutral
-14.0,61.0,-10.0,34.44,0.330047,31.67,79.95,Neutral
-14.0,60.0,-7.0,24.49,0.331326,31.67,80.0,Neutral
-12.0,62.0,-6.0,132.56,0.331326,31.67,80.03,Neutral
-14.0,62.0,-4.0,-95.68,0.332605,31.67,80.07,Neutral
-16.0,61.0,-4.0,-39.49,0.330047,31.69,80.08,Neutral
-12.0,60.0,-1.0,41.7,0.331326,31.69,80.08,Neutral
-22.0,61.0,-3.0,20.64,0.331326,31.69,80.08,Neutral
-11.0,63.0,-14.0,-45.95,0.332605,31.69,80.12,Neutral
-11.0,59.0,-19.0,37.22,0.330047,31.69,80.17,Neutral
-6.0,60.0,-23.0,28.62,0.330047,31.69,80.23,Neutral
-7.0,61.0,-16.0,-29.4,0.327488,31.69,80.28,Neutral
-1.0,56.0,-20.0,30.56,0.328768,31.69,80.3,Neutral
-16.0,64.0,-11.0,25.21,0.331326,31.69,80.38,Neutral
-17.0,59.0,-18.0,26.96,0.331326,31.69,80.5,Neutral
-20.0,61.0,-14.0,-144.07,0.331326,31.69,80.67,Neutral
-6.0,66.0,-13.0,-48.73,0.330047,31.69,80.82,Neutral
-9.0,65.0,-13.0,42.85,0.330047,31.69,80.93,Neutral
-7.0,66.0,-9.0,111.12,0.332605,31.69,81.08,Neutral
6.0,61.0,-15.0,-47.6,0.327488,31.69,81.22,Neutral
-12.0,59.0,-6.0,-63.77,0.332605,31.69,81.35,Neutral
-10.0,59.0,-8.0,-66.5,0.332605,31.67,81.48,Neutral
-11.0,62.0,-7.0,-54.06,0.328768,31.67,81.58,Neutral
-1.0,62.0,-9.0,73.35,0.332605,31.67,81.68,Neutral
-8.0,64.0,-11.0,42.38,0.333885,31.67,81.77,Neutral
-1.0,66.0,-8.0,12.93,0.327488,31.65,81.82,Neutral
-10.0,61.0,-12.0,-15.04,0.335164,31.65,81.85,Neutral
-8.0,62.0,-12.0,-19.05,0.333885,31.65,81.87,Neutral
-10.0,62.0,-11.0,70.8,0.332605,31.65,81.9,Neutral
-9.0,63.0,-10.0,36.14,0.333885,31.67,81.93,Neutral
-9.0,62.0,-10.0,-69.29,0.335164,31.67,82.0,Neutral
-9.0,63.0,-10.0,28.31,0.332605,31.67,82.07,Neutral
-8.0,62.0,-11.0,3.61,0.333885,31.67,82.13,Neutral
-9.0,62.0,-10.0,-44.19,0.331326,31.67,82.18,Neutral
-8.0,63.0,-10.0,38.22,0.332605,31.67,82.18,Neutral
-7.0,63.0,-11.0,-8.22,0.333885,31.67,82.22,Neutral
-9.0,62.0,-10.0,7.81,0.333885,31.67,82.23,Neutral
-8.0,63.0,-11.0,24.11,0.335164,31.67,82.25,Neutral
-8.0,63.0,-11.0,-26.18,0.333885,31.67,82.25,Neutral
-7.0,63.0,-10.0,31.55,0.327488,31.67,82.25,Neutral
-8.0,63.0,-10.0,12.37,0.333885,31.67,82.25,Neutral
-8.0,63.0,-10.0,-44.29,0.335164,31.67,82.28,Neutral
-9.0,63.0,-10.0,30.37,0.333885,31.67,82.25,Neutral
-9.0,63.0,-10.0,7.34,0.332605,31.67,82.22,Neutral
-9.0,63.0,-10.0,-53.79,0.330047,31.67,82.2,Neutral
-8.0,63.0,-10.0,16.09,0.332605,31.65,82.13,Neutral
-8.0,63.0,-10.0,-8.25,0.335164,31.65,82.08,Neutral
-9.0,63.0,-10.0,-25.89,0.333885,31.65,82.07,Neutral
-9.0,63.0,-10.0,14.52,0.332605,31.65,82.05,Neutral
-9.0,63.0,-10.0,-18.67,0.336443,31.67,82.03,Neutral
-8.0,63.0,-11.0,15.75,0.335164,31.67,82.02,Neutral
-8.0,63.0,-10.0,16.69,0.335164,31.67,82.08,Neutral
-7.0,63.0,-10.0,-25.93,0.336443,31.67,82.1,Neutral
-14.0,62.0,-13.0,30.01,0.335164,31.65,82.17,Neutral
-7.0,63.0,-10.0,11.76,0.336443,31.65,82.18,Neutral
-9.0,63.0,-10.0,-43.4,0.332605,31.65,82.2,Neutral
-9.0,63.0,-10.0,21.91,0.337722,31.65,82.2,Neutral
-8.0,63.0,-10.0,5.8,0.336443,31.69,82.2,Neutral
0.0,64.0,-7.0,-27.41,0.335164,31.69,82.17,Neutral
-11.0,63.0,-9.0,6.03,0.335164,31.69,82.12,Neutral
-10.0,62.0,-10.0,-29.04,0.335164,31.69,82.05,Neutral
-10.0,62.0,-9.0,-0.73,0.335164,31.67,81.98,Neutral
-9.0,63.0,-10.0,50.92,0.333885,31.67,81.92,Neutral
-7.0,63.0,-9.0,-40.87,0.336443,31.67,81.88,Neutral
-7.0,62.0,-10.0,16.39,0.335164,31.67,81.85,Neutral
-9.0,63.0,-8.0,28.99,0.333885,31.67,81.83,Neutral
-10.0,63.0,-9.0,-12.16,0.332605,31.67,81.83,Neutral
-11.0,63.0,-8.0,22.86,0.333885,31.67,81.83,Neutral
-10.0,61.0,-8.0,36.33,0.333885,31.67,81.82,Neutral
-9.0,62.0,-9.0,-10.64,0.333885,31.65,81.77,Neutral
-8.0,63.0,-9.0,-21.12,0.330047,31.65,81.68,Neutral
-8.0,63.0,-9.0,28.82,0.335164,31.65,81.58,Neutral
-8.0,63.0,-10.0,-7.95,0.336443,31.65,81.5,Neutral
-8.0,63.0,-9.0,-48.16,0.336443,31.65,81.4,Neutral
-9.0,63.0,-10.0,33.55,0.336443,31.65,81.22,Neutral
-7.0,63.0,-11.0,7.63,0.336443,31.65,81.0,Neutral
-7.0,63.0,-10.0,-55.56,0.336443,31.65,80.78,Neutral
-7.0,63.0,-10.0,30.66,0.332605,31.65,80.55,Neutral
-7.0,62.0,-9.0,11.93,0.336443,31.65,80.3,Neutral
-9.0,63.0,-9.0,-34.84,0.336443,31.65,80.07,Neutral
-8.0,63.0,-9.0,35.55,0.336443,31.65,79.88,Neutral
-8.0,63.0,-9.0,18.36,0.336443,31.63,79.7,Neutral
-8.0,63.0,-10.0,-33.32,0.336443,31.63,79.57,Neutral
-7.0,63.0,-10.0,23.23,0.336443,31.63,79.43,Neutral
